title,video_id,views,likes,comment_count,published_at,data,hora
Crédito com Garantia de Imóvel - História da Magali,eF1RQoonU2M,8040,45,0,2024-12-26 17:23:01+00:00,2024-12-26,17:23:01
Crédito com Garantia de Imóvel - História Eduardo,BCj7QK7JnVU,7933,45,2,2024-12-26 17:24:50+00:00,2024-12-26,17:24:50
Crédito com Garantia de Imóvel - História Juliane,ZJDfR5HcWgI,4871,28,11,2024-12-26 17:26:46+00:00,2024-12-26,17:26:46
Crédito com Garantia de Imóvel - História Vanessa,-DKgSxqP2YQ,19244,102,3,2024-12-26 17:28:22+00:00,2024-12-26,17:28:22
Como simular compras futuras?,1i7SC8rXClk,5590,27,4,2024-12-27 13:48:51+00:00,2024-12-27,13:48:51
Como simular compras futuras?,XohCzi5JqeQ,2215,72,3,2024-12-27 13:53:04+00:00,2024-12-27,13:53:04
Como comprar no Itaú Shop?,ZCnVVvnLAWc,1466,33,0,2025-01-02 14:00:26+00:00,2025-01-02,14:00:26
Como comprar no Itaú Shop?,eiKEhwPUGY0,2925,40,6,2025-01-02 14:00:38+00:00,2025-01-02,14:00:38
"Parabéns, Fernanda!",iMuRbyK0UBQ,3485,439,19,2025-01-06 14:15:20+00:00,2025-01-06,14:15:20
Dólar em Espécie,NlT2Hnff05s,30491,4969,0,2025-01-07 19:52:47+00:00,2025-01-07,19:52:47
Como guardar dinheiro no app Itaú?,9c-fAG0HHYs,1797,40,1,2025-01-27 19:57:47+00:00,2025-01-27,19:57:47
Por que 100% do CDI rende mais que a Poupança?,l2LUNS4wf2c,4433,64,4,2025-01-27 19:57:51+00:00,2025-01-27,19:57:51
App Itaú | Cofrinhos,LwUtlD18NwM,206589,35926,3,2025-01-29 18:25:05+00:00,2025-01-29,18:25:05
App Itaú | Cofrinhos,WjSy03I0VPg,259667,22462,4,2025-01-29 20:52:10+00:00,2025-01-29,20:52:10
Cofrinhos Itaú,nLfsTJsTK6I,1770442,82,5,2025-01-31 22:35:40+00:00,2025-01-31,22:35:40
