title,video_id,views,likes,comment_count,published_at,data,hora
COMO ANALISAR OS RISCOS DE UM INVESTIMENTO?,_JiQ9Q5FQEc,20548,1046,58,2021-10-13 23:43:53+00:00,2021-10-13,23:43:53
3 PASSOS PARA INVESTIR PELO C6 TECHINVEST,Db8ecItSLYU,9812,483,95,2021-10-15 22:59:31+00:00,2021-10-15,22:59:31
CHEGOU C6 YELLOW: A 1ª CONTA DO SEU FILHO,GOmn7xbmCfg,21131,619,317,2021-10-19 14:25:17+00:00,2021-10-19,14:25:17
COMO DEIXAR A CONTA C6 YELLOW PRONTA PARA SEU FILHO USAR | PASSO A PASSO C6,MPLzm2GvdMQ,425886,7236,676,2021-10-25 15:27:13+00:00,2021-10-25,15:27:13
"C6 YELLOW: COMO ABRIR UMA CONTA PARA O SEU FILHO | ME AJUDA, C6 BANK!",Ojh4A6cHspw,163825,4425,1013,2021-10-26 00:09:28+00:00,2021-10-26,00:09:28
"RENDA FIXA, RENDA VARIÁVEL? O QUE VOCÊ PRECISA SABER SOBRE CLASSES DE ATIVOS",qGdNz2eSg_Y,16963,881,72,2021-10-26 21:58:45+00:00,2021-10-26,21:58:45
Meetup C6 Bank: Mais Mulheres na Tecnologia,_qJJgYB89t0,1225,152,23,2021-10-29 00:09:29+00:00,2021-10-29,00:09:29
BALANCEAMENTO DE CARTEIRA: COMO FAZER? BUY AND HOLD E OUTRAS ESTRATÉGIAS,YlO4x1aJd9Y,16227,781,63,2021-11-07 00:16:37+00:00,2021-11-07,00:16:37
"C6 Invest: investimentos no Brasil e no exterior, com tudo em um só app 📱",bjHK3gJvdgc,2975,181,50,2021-11-08 18:40:10+00:00,2021-11-08,18:40:10
MUITO RETORNO E POUCO RISCO: COMO OS MAIORES INVESTIDORES DO MUNDO MONTAM SUAS CARTEIRAS,pCp6Crytqw4,14528,851,56,2021-11-13 23:01:29+00:00,2021-11-13,23:01:29
OS 4 PASSOS PARA MONTAR SUA CARTEIRA DE INVESTIMENTOS,uyzUK--Jt1I,16063,1145,24,2021-11-25 23:38:06+00:00,2021-11-25,23:38:06
A MELHOR FORMA DE PLANEJAR SUA APOSENTADORIA,5v7In3Avodg,5890,410,22,2021-12-03 14:14:52+00:00,2021-12-03,14:14:52
ACQUA: O PRIMEIRO CARTÃO BIODEGRADÁVEL DO BRASIL,m-WlWw5QptU,6301176,736,136,2021-12-13 22:18:54+00:00,2021-12-13,22:18:54
Portal C6 Pay: gestão completa para suas vendas com a C6 Pay em um só lugar,7pvUgweK-fo,5873,151,26,2021-12-14 13:41:19+00:00,2021-12-14,13:41:19
QUAIS INVESTIMENTOS TÊM JUROS COMPOSTOS? | COM PROF. LIAO,9sq_jhEMorE,347025,32320,1071,2021-12-15 21:00:13+00:00,2021-12-15,21:00:13
COMO INVESTIR PARA O FUTURO DOS FILHOS COM PREVIDÊNCIA PRIVADA?,-7wUmcQHeQQ,4139,347,20,2021-12-17 22:39:08+00:00,2021-12-17,22:39:08
C6 Auto: a plataforma de financiamento de veículos do C6 Bank,RQ2HNJyrQRs,12638,468,127,2021-12-20 15:02:27+00:00,2021-12-20,15:02:27
COMO SE APOSENTAR COM R$ 5 MIL POR MÊS? | COM PROF. LIAO,QUvoLxFdlVM,101817,7679,353,2021-12-22 23:47:43+00:00,2021-12-22,23:47:43
C6 TECHINVEST: TUDO SOBRE A DECLARAÇÃO DE IMPOSTO DE RENDA,sOyhjSOzU-w,13857,635,113,2022-01-04 19:57:22+00:00,2022-01-04,19:57:22
RENDA PASSIVA DE R$ 1.200/MÊS (UM SALÁRIO MÍNIMO): QUANTO INVESTIR? | COM PROF. LIAO,rpbvZYRnva0,238974,29871,588,2022-01-05 22:27:27+00:00,2022-01-05,22:27:27
"O QUE É FGTS | ME AJUDA, C6 BANK!",K8kJAS_Y4gk,37669,811,98,2022-01-10 18:22:13+00:00,2022-01-10,18:22:13
C6 BANK: UM NOVO TEMPO CHEGOU,PgCvDSx6bM0,5125258,369,85,2022-01-12 22:23:38+00:00,2022-01-12,22:23:38
INVESTIR POUCO AOS 20 OU MUITO AOS 40? QUANDO É A HORA DE COMEÇAR? | COM PROF. LIAO,O4Ol6tUwHwA,128138,8184,418,2022-01-13 21:30:13+00:00,2022-01-13,21:30:13
3 VANTAGENS TRIBUTÁRIAS DA PREVIDÊNCIA PRIVADA,B_BMpPA1pVc,2924,272,11,2022-01-17 22:36:21+00:00,2022-01-17,22:36:21
COMO JUNTAR R$ 50 MIL INVESTINDO R$ 1 MIL POR MÊS? | COM PROF. LIAO,WFq29u-dCYQ,102937,12099,265,2022-01-19 23:58:20+00:00,2022-01-19,23:58:20
3 COISAS QUE NINGUÉM TE CONTA SOBRE INVESTIMENTOS,YfmWgd0_Hi8,15492,1745,22,2022-01-26 22:36:51+00:00,2022-01-26,22:36:51
"COMO CONTRATAR O EMPRÉSTIMO SAQUE-ANIVERSÁRIO DO FGTS | ME AJUDA, C6 BANK!",9kE9iS0SRcs,390979,3653,619,2022-01-26 22:41:17+00:00,2022-01-26,22:41:17
QUANTO RENDE UM CDB 102% DO CDI NA PRÁTICA? APRENDA A CALCULAR | COM PROF. LIAO,mSk86PrsQW0,345722,27699,782,2022-02-03 00:31:20+00:00,2022-02-03,00:31:20
"BEM-VINDO, JPMORGAN CHASE",5FkFpdeOaHw,2594180,747,140,2022-02-07 21:40:08+00:00,2022-02-07,21:40:08
QUANTO RENDE UM CDB IPCA+? APRENDA A CALCULAR | COM PROF. LIAO,udRFd_HgSsw,174557,16887,474,2022-02-09 23:00:12+00:00,2022-02-09,23:00:12
ONDE INVESTIR R$ 500 POR MÊS DURANTE 10 ANOS | COM PROF. LIAO,uYW9WlL4kU0,84286,9692,225,2022-02-17 01:03:16+00:00,2022-02-17,01:03:16
INVESTIR EM CRIPTOMOEDAS É BOM? | COM PROF. LIAO,wcbKxIii-RQ,32698,2910,142,2022-02-24 23:30:10+00:00,2022-02-24,23:30:10
POR QUE O CDB RENDE MAIS QUE A POUPANÇA?,bQmNgtDjWTM,12211,884,26,2022-03-02 23:40:07+00:00,2022-03-02,23:40:07
"COMO INVESTIR PARA COMPRAR UM APARTAMENTO? ENTRADA, FINANCIAMENTO, AMORTIZAÇÃO E MAIS!",Pc-aNMk8HtA,30736,3155,88,2022-03-09 23:15:09+00:00,2022-03-09,23:15:09
COMO INVESTIR EM AÇÕES NA PRÁTICA? | COM PROF. LIAO,bPQoFZ36w9Q,30584,2566,175,2022-03-16 23:37:48+00:00,2022-03-16,23:37:48
C6 BANK: UM BANCO COMPLETO,ONqdC4AaEpc,6707043,862,75,2022-03-21 17:33:59+00:00,2022-03-21,17:33:59
COMO ACUMULAR R$ 10 MIL COM MENOS DE R$ 300 POR MÊS?,IgHGPk1Jz1o,355734,25307,779,2022-03-23 23:20:29+00:00,2022-03-23,23:20:29
POR QUE A INFLAÇÃO NÃO DÁ TRÉGUA NO BRASIL?,d-19Dz2asFw,1663,220,15,2022-03-28 21:54:15+00:00,2022-03-28,21:54:15
COMO TER RENDA PASSIVA DE R$ 5 MIL INVESTINDO EM AÇÕES | COM PROF. LIAO,q34V247LmjY,319005,36496,662,2022-03-30 22:06:06+00:00,2022-03-30,22:06:06
O QUE VAI SER DO PIB BRASILEIRO? OUÇA ANÁLISE DOS ECONOMISTAS DO C6 BANK,HHRW9TxJ1tk,1120,125,7,2022-04-04 22:27:25+00:00,2022-04-04,22:27:25
VALE A PENA SACAR O FGTS PARA INVESTIR? | COM PROF. LIAO,arDg8OoZj0Q,56074,4656,183,2022-04-07 00:19:06+00:00,2022-04-07,00:19:06
"ALTA FORTE DA INFLAÇÃO, PROJEÇÕES PARA O DÓLAR E O FREIO NA ECONOMIA AMERICANA | MACRO REVIEW",ikQkYjcgoPs,2009,206,34,2022-04-11 22:30:31+00:00,2022-04-11,22:30:31
"RESPONDENDO PERGUNTAS DOS SEGUIDORES! CDBs, FUNDOS, AÇÕES E C6 TECHINVEST",i1ST4bmfT6Q,57759,5124,144,2022-04-14 17:54:36+00:00,2022-04-14,17:54:36
"HOTÉIS, RESTAURANTES, SALÕES DE BELEZA: ELES AINDA SE RECUPERAM DA PANDEMIA",olyjASdRn0U,1097,120,5,2022-04-18 22:27:07+00:00,2022-04-18,22:27:07
LIVE | INFLAÇÃO ALTA NO MUNDO: OS DESAFIOS DA ECONOMIA GLOBAL E A REAÇÃO NOS MERCADOS,0peNo3ap0QE,5737,444,0,2022-04-19 21:01:29+00:00,2022-04-19,21:01:29
COMO GANHAR DINHEIRO DORMINDO?,6GSSPKrIjTI,12257,1288,12,2022-04-20 22:54:31+00:00,2022-04-20,22:54:31
"COMO AJUSTAR O HORÁRIO NOTURNO DE TRANSFERÊNCIAS E CADASTRAR UM CONTATO SEGURO | ME AJUDA, C6 BANK!",QIP29-xst20,2684,55,9,2022-04-22 14:09:23+00:00,2022-04-22,14:09:23
PIB MUNDIAL SOB AMEAÇA E INFLAÇÃO DE BENS INDUSTRIAIS NO BRASIL E LÁ FORA,67zarekUzlQ,1104,126,9,2022-04-25 22:28:10+00:00,2022-04-25,22:28:10
COMO FAZER 1.5 MILHÃO RENDER? | COM PROF. LIAO,R5ixaeQfhsw,28323,2971,102,2022-04-27 23:54:25+00:00,2022-04-27,23:54:25
EXPEDIÇÃO FINANCEIRA C6 BANK,H65GLWiKj4s,10156,240,36,2022-04-28 21:30:15+00:00,2022-04-28,21:30:15
"GASOLINA MAIS CARA, CADEIAS GLOBAIS ROMPIDAS, DESEMPREGO EM QUEDA E INFLAÇÃO NOS EUA E NA EUROPA",hWvkwNtrKIk,1361,165,21,2022-05-02 22:19:20+00:00,2022-05-02,22:19:20
PASSO A PASSO PARA VOCÊ DECLARAR AÇÕES NO IMPOSTO DE RENDA | COM PROF. LIAO,v_X9bxM1LXg,27407,1295,64,2022-05-05 01:42:20+00:00,2022-05-05,01:42:20
EXPEDIÇÃO FINANCEIRA C6 BANK: AIRTON,QUr7g4O3kOU,1546,170,36,2022-05-07 14:36:20+00:00,2022-05-07,14:36:20
C6 BANK: CORES PARA A VIDA,8hLBLijeeo8,3854496,571,66,2022-05-09 14:47:58+00:00,2022-05-09,14:47:58
"ATÉ ONDE VAI A SELIC, MAIOR ALTA DE JUROS NOS EUA EM 22 ANOS, INDÚSTRIA BRASILEIRA ANDA DE LADO",4X0lO4YhU9k,1374,153,12,2022-05-10 13:08:23+00:00,2022-05-10,13:08:23
SELIC SUBIU! É MELHOR INVESTIR COM TAXA PREFIXADA OU PÓS-FIXADA?,g_QGZuMP58g,48267,3803,130,2022-05-11 23:55:23+00:00,2022-05-11,23:55:23
EXPEDIÇÃO FINANCEIRA C6 BANK: VAL,dlVF3Auakls,431,46,11,2022-05-12 22:40:15+00:00,2022-05-12,22:40:15
"O QUE EXPLICA A ALTA DOS PREÇOS NO BRASIL, PREVISÃO PARA O PIB, INFLAÇÃO ELEVADA NOS EUA",pl4lmC9wBuc,1354,127,9,2022-05-16 21:23:05+00:00,2022-05-16,21:23:05
RENDA FIXA: COMO NÃO PERDER DINHEIRO COM IMPOSTOS,oKLlvLFRXpY,29713,2951,141,2022-05-18 22:44:44+00:00,2022-05-18,22:44:44
VISÃO GLOBAL | POR QUE O CRESCIMENTO DA ECONOMIA MUNDIAL ESTÁ EM RISCO?,T24iYM6x0pA,10546,869,6,2022-05-23 22:14:25+00:00,2022-05-23,22:14:25
EXPEDIÇÃO FINANCEIRA C6 BANK: DONA PICÓ,cRrBSkZgUJM,337,28,3,2022-05-24 20:33:52+00:00,2022-05-24,20:33:52
COVID: NOVA ONDA NA CHINA E O IMPACTO NO BRASIL E NO MUNDO,2LE76WS6mCM,1398,156,12,2022-05-25 15:13:45+00:00,2022-05-25,15:13:45
3 ERROS DE QUEM COMEÇA INVESTIR,XjdVO9q9QxM,24888,2777,45,2022-05-26 00:22:13+00:00,2022-05-26,00:22:13
COMO FORMAR E RETER TALENTOS? | DIÁRIO DE BORDO C6 BANK,fk87xfO7eWw,1476,118,15,2022-05-27 21:17:37+00:00,2022-05-27,21:17:37
INFLAÇÃO AINDA EM ALTA | O IMPACTO DO ICMS NA INFLAÇÃO | PREÇOS ALTOS NOS EUA | MERCADOS VOLÁTEIS,mhT7xQydjWE,1294,139,27,2022-05-30 21:46:28+00:00,2022-05-30,21:46:28
VALE A PENA FINANCIAR UM IMÓVEL? | COM PROF. LIAO,UdZZ4sUEmEU,37125,3375,145,2022-06-01 22:26:06+00:00,2022-06-01,22:26:06
O PIB E OS DESAFIOS À FRENTE | DESEMPREGO EM QUEDA | INFLAÇÃO RECORDE NA EUROPA | COVID EM XANGAI,FxPxKbo8sHw,675,88,15,2022-06-06 20:15:13+00:00,2022-06-06,20:15:13
5 COISAS QUE DEIXAM A SUA CONTA NO C6 BANK AINDA MAIS SEGURA,bQRVgWMLMPE,11221,673,36,2022-06-06 22:30:24+00:00,2022-06-06,22:30:24
"COMO MANTER SEU CELULAR MAIS PROTEGIDO CONTRA GOLPES, ROUBOS E FURTOS",IdPxR2BtOfM,4813,417,24,2022-06-07 21:07:37+00:00,2022-06-07,21:07:37
"""MEU CELULAR FOI ROUBADO. E AGORA?"" SAIBA O QUE FAZER",UMbUEFSPb7w,6484,352,20,2022-06-08 21:16:11+00:00,2022-06-08,21:16:11
6 COISAS QUE TORNAM O C6 BANK UM DOS BANCOS MAIS SEGUROS DO MUNDO,rBQydfe_c1c,159946,550,62,2022-06-09 22:00:13+00:00,2022-06-09,22:00:13
O QUE O C6 BANK FAZ PARA MANTER SUA CONTA SEGURA,33DZ0XF7v-o,128420,2366,199,2022-06-10 19:40:02+00:00,2022-06-10,19:40:02
"INFLAÇÃO NO BRASIL PODE ALIVIAR EM 2022, MAS E DEPOIS?",Shj2S80VWRI,1247,156,14,2022-06-13 15:02:53+00:00,2022-06-13,15:02:53
C6 BANK: UM BANCO PRA VIDA TODA,wWOwZ59av3I,936150,281,54,2022-06-14 20:09:23+00:00,2022-06-14,20:09:23
DO 0 AO R$ 1 MILHÃO | COM PROF. LIAO,8OSV1KT181I,27885,2293,147,2022-06-16 00:53:12+00:00,2022-06-16,00:53:12
O QUE MANTÉM A INFLAÇÃO NAS ALTURAS E ATÉ ONDE SUBIR OS JUROS,Qi6Rgb9xNvA,1375,183,29,2022-06-20 14:22:51+00:00,2022-06-20,14:22:51
RENDA PASSIVA NA PRÁTICA: COMO RECEBER R$ 5 MIL POR MÊS | COM PROF. LIAO,X2LpPW9cedQ,42164,4799,180,2022-06-23 00:54:32+00:00,2022-06-23,00:54:32
A TECNOLOGIA TRANSFORMA | DIÁRIO DE BORDO,QcgCxXptci8,452,38,5,2022-06-24 22:20:59+00:00,2022-06-24,22:20:59
POR QUE A SELIC VAI FICAR NAS ALTURAS POR UM BOM TEMPO?,r17dqdojoRY,8825,467,17,2022-06-27 16:12:14+00:00,2022-06-27,16:12:14
VISÃO GLOBAL | INFLAÇÃO EM DISPARADA NO MUNDO: O QUE ESPERAR DE UM CENÁRIO TÃO TURBULENTO?,FQwuWOWZ1sE,6078,465,22,2022-06-28 22:02:21+00:00,2022-06-28,22:02:21
DICA DE INVESTIMENTO COM O PROF. LIAO ✌️,jCgBOWiKckk,8445,755,41,2022-06-29 23:00:34+00:00,2022-06-29,23:00:34
ENTENDA POR QUE O DÓLAR TENDE A SUBIR E O QUE A SITUAÇÃO FISCAL DO BRASIL TEM A VER COM ISSO,X2W5L92BTkg,9851,552,37,2022-07-04 14:15:45+00:00,2022-07-04,14:15:45
"C6 EMPRESAS: CRÉDITO, PIX GRÁTIS E ATENDIMENTO COM ESPECIALISTAS",HUOKalGXn24,2235759,169,21,2022-07-04 19:27:13+00:00,2022-07-04,19:27:13
"COMPRAR CARRO, ALUGAR OU USAR APP DE TRANSPORTE?",M87OHVT2N4c,23971,2316,106,2022-07-07 10:00:24+00:00,2022-07-07,10:00:24
PREÇO DA ENERGIA DISPARA NA ZONA DO EURO E AMEAÇA ECONOMIA DO BLOCO,BVZbvmZFfIE,9211,471,26,2022-07-11 14:34:22+00:00,2022-07-11,14:34:22
COMO ECONOMIZAR R$ 100 POR MÊS E ALCANÇAR UM PATRIMÔNIO DE R$ 10.000?,KPf1N5wpCwk,55978,6840,240,2022-07-13 22:00:11+00:00,2022-07-13,22:00:11
PASSO A PASSO PARA BLOQUEAR E DESBLOQUEAR SEU CARTÃO DO C6 BANK,cmuU0eRp5bM,9563,242,50,2022-07-15 22:22:54+00:00,2022-07-15,22:22:54
QUANTO O BRASIL VAI CRESCER EM 2022? NOSSOS ECONOMISTAS EXPLICAM,Y9lGix4nc2E,8965,590,42,2022-07-18 12:59:10+00:00,2022-07-18,12:59:10
C6 BANK: UM BANCO COMPLETO NO MUNDO INTEIRO,LtDHN1bdcrY,1800301,535,49,2022-07-19 21:41:21+00:00,2022-07-19,21:41:21
"COMO VENCER A INFLAÇÃO NO CURTO, MÉDIO E NO LONGO PRAZO | COM PROF. LIAO",pWh9-cJq4zM,80765,4677,135,2022-07-21 00:34:13+00:00,2022-07-21,00:34:13
POR QUE A LUTA DO BC CONTRA A INFLAÇÃO ESTÁ MAIS ACIRRADA,hGW7BMdgut0,7543,439,55,2022-07-25 13:56:08+00:00,2022-07-25,13:56:08
"O QUE É O SAQUE-ANIVERSÁRIO DO FGTS | ME AJUDA, C6 BANK!",VDXY-HuPjvs,4870,186,19,2022-07-26 21:53:58+00:00,2022-07-26,21:53:58
É POSSÍVEL PERDER DINHEIRO COM RENDA FIXA? | APRENDA MARCAÇÃO A MERCADO COM PROF. LIAO,FGHG1nycsjM,56433,2077,110,2022-07-28 00:29:14+00:00,2022-07-28,00:29:14
POR QUE OS JUROS NOS EUA PODEM SUBIR AINDA MAIS,qLjzg4OPM3o,8399,568,28,2022-08-01 12:46:42+00:00,2022-08-01,12:46:42
"C6 EXPERIENCE: QUANTO MAIS VOCÊ USA, MAIS VOCÊ GANHA",FlyEgltLXbE,2747,210,35,2022-08-02 22:15:15+00:00,2022-08-02,22:15:15
O SEGREDO PARA ESCOLHER UM BOM FII | COM PROF. LIAO,IS33jrYwHDA,24785,1492,90,2022-08-03 22:00:13+00:00,2022-08-03,22:00:13
SELIC NAS ALTURAS É O SUFICIENTE? ENTENDA O DESAFIO DE TRAZER A INFLAÇÃO PARA A META,Mxi2qC11vZg,8539,547,44,2022-08-08 13:14:26+00:00,2022-08-08,13:14:26
3 HÁBITOS QUE VÃO MELHORAR SUA VIDA FINANCEIRA,jTOsIAdsJrM,7751,1005,24,2022-08-10 23:41:48+00:00,2022-08-10,23:41:48
FUNDOS DE INVESTIMENTO: PASSO A PASSO PARA INVESTIR PELO APP DO C6 BANK,0vpcdjMla88,4855,224,19,2022-08-11 22:01:19+00:00,2022-08-11,22:01:19
A CONSTRUÇÃO DA ÁREA DE PRODUTOS PJ | DIÁRIO DE BORDO,tJdAuBmuIF4,1083,103,17,2022-08-12 22:00:26+00:00,2022-08-12,22:00:26
INFLAÇÃO E COMMODITIES: A QUEDA NO VALOR DAS MATÉRIAS-PRIMAS TRAZ ALÍVIO PARA A ALTA DOS PREÇOS?,Q0Go6JWRP_I,7222,414,15,2022-08-15 14:11:43+00:00,2022-08-15,14:11:43
C6 BANK: UM BANCO DA VIDA DE 20 MILHÕES DE CLIENTES,btz-PK9wuLo,4478366,341,78,2022-08-15 17:26:24+00:00,2022-08-15,17:26:24
PASSO A PASSO PARA CALCULAR A SUA INFLAÇÃO PESSOAL | COM PROF. LIAO,Ujb9vizr0jo,38409,2837,84,2022-08-17 23:11:58+00:00,2022-08-17,23:11:58
MINIFÉRIAS NO C6 BANK,HSVVMB8sqYM,893,103,0,2022-08-18 23:00:06+00:00,2022-08-18,23:00:06
DESACELERAÇÃO GLOBAL: O QUE ESTÁ ACONTECENDO COM AS MAIORES ECONOMIAS DO MUNDO?,r6TuPQZc9P0,8383,571,25,2022-08-22 13:26:48+00:00,2022-08-22,13:26:48
HOME EQUITY E CAR EQUITY: COMO TROCAR DÍVIDAS CARAS POR DÍVIDAS BARATAS,nMQz6gHLdsI,16388,1309,49,2022-08-24 22:43:45+00:00,2022-08-24,22:43:45
BOLETO DIGITAL: COMO PAGAR SEUS BOLETOS DIRETO NO APP DO C6 BANK,KnqRu02R9YY,9086,235,43,2022-08-26 21:17:45+00:00,2022-08-26,21:17:45
PARA ONDE VAI A DÍVIDA PÚBLICA BRASILEIRA?,zchJi_a0reI,5808,422,22,2022-08-29 14:38:46+00:00,2022-08-29,14:38:46
VISÃO GLOBAL | RECESSÃO À VISTA? MUNDO DÁ SINAIS CLAROS DE DESACELERAÇÃO,Srl4B_GaPVI,9890,890,22,2022-08-30 22:04:42+00:00,2022-08-30,22:04:42
3 DICAS PARA SE PROTEGER DA INFLAÇÃO,TNTHotzI2zA,4869,555,25,2022-08-31 22:16:11+00:00,2022-08-31,22:16:11
PIB BRASILEIRO: O QUE EXPLICA O CRESCIMENTO DA ECONOMIA NO 2º TRIMESTRE?,hvxiy8o-_Ig,1280,153,13,2022-09-05 17:48:02+00:00,2022-09-05,17:48:02
C6 TECHINVEST: INVISTA EM CARTEIRAS RECOMENDADAS PELO C6 BANK,9-BvHTJiJQ0,3266360,177,8,2022-09-06 14:50:35+00:00,2022-09-06,14:50:35
INVESTIMENTOS: AS MÁS DECISÕES QUE VOCÊ PODE TOMAR,eYylunWShkA,12238,1192,50,2022-09-07 23:30:11+00:00,2022-09-07,23:30:11
POR QUE A EUROPA ESTÁ À BEIRA DE UMA RECESSÃO?,XNTZEL7tsIw,5175,512,19,2022-09-12 16:27:36+00:00,2022-09-12,16:27:36
O QUE VOCÊ NÃO PRECISA PARA COMEÇAR A INVESTIR,zUANtlNc5xY,4153,415,8,2022-09-13 22:21:20+00:00,2022-09-13,22:21:20
DÁ PARA FICAR MILIONÁRIO INVESTINDO O DINHEIRO DO CAFEZINHO?,Su7x-3dYY5M,17082,2211,123,2022-09-14 22:30:09+00:00,2022-09-14,22:30:09
HOME EQUITY: COMO CONTRATAR CRÉDITO COM UM DOS MENORES JUROS DO MERCADO?,RnOSIv4MBPc,3760,171,30,2022-09-15 22:30:02+00:00,2022-09-15,22:30:02
HOME EQUITY: QUEM PODE CONTRATAR E QUAIS OS PRAZOS DE PAGAMENTO?,XZtm_XUdMsU,2296,109,12,2022-09-16 22:30:03+00:00,2022-09-16,22:30:03
INFLAÇÃO NOS EUA: DECEPÇÃO E PREVISÃO DE MAIS JUROS,ZEDkORqHEl4,4670,389,9,2022-09-19 15:45:17+00:00,2022-09-19,15:45:17
CAR EQUITY: CRÉDITO COM JUROS BAIXÍSSIMOS,E2XQ3Uk_W8Y,3820,269,42,2022-09-21 00:01:18+00:00,2022-09-21,00:01:18
ONDE VOCÊ GUARDA SUA RESERVA DE EMERGÊNCIA?,KMg096srGXc,6542,753,24,2022-09-22 21:29:52+00:00,2022-09-22,21:29:52
COMO ESCOLHER BOAS AÇÕES?,q_LAmi4mJ5s,10132,830,35,2022-09-23 13:18:07+00:00,2022-09-23,13:18:07
A ALTA DE JUROS NOS EUA PODE AFETAR A SELIC? E A COTAÇÃO DO DÓLAR?,ByzoA_JnU84,4170,556,22,2022-09-26 17:24:50+00:00,2022-09-26,17:24:50
C6 TAG: O TAG COMPLETO DE VERDADE,ixdazWDbseY,4636820,165,21,2022-09-27 14:45:48+00:00,2022-09-27,14:45:48
COMO FUNCIONAM OS PROJETOS SOCIAIS E AMBIENTAIS DO C6 BANK? | DIÁRIO DE BORDO,MD2Ov-0vR_8,856,76,2,2022-09-28 21:58:30+00:00,2022-09-28,21:58:30
A POUPANÇA PODE SER UM BOM INVESTIMENTO 💰,Qa5JLfzR-t8,5042,330,14,2022-09-29 21:06:00+00:00,2022-09-29,21:06:00
"COMO INVESTIR PARA SE APOSENTAR AOS 20, 30, 40, 50 ANOS?",3873rBtPkgw,16158,1664,58,2022-09-30 21:05:12+00:00,2022-09-30,21:05:12
"EUROPA: OS NOVOS RISCOS QUE VÊM DE REINO UNIDO, ITÁLIA E RÚSSIA",eFp5E68mq5k,5324,556,22,2022-10-03 17:23:31+00:00,2022-10-03,17:23:31
COMO SE PLANEJAR FINANCEIRAMENTE?,NPGkzrOLKU4,5648,466,14,2022-10-04 20:12:47+00:00,2022-10-04,20:12:47
CARTÃO DE CRÉDITO É INIMIGO DAS FINANÇAS?,NHT2mB-Rlk0,14089,896,27,2022-10-05 21:47:57+00:00,2022-10-05,21:47:57
CDB IPCA+ OU CDB CDI: QUAL O MELHOR? | PROF. LIAO FEZ A CONTA NA PRÁTICA!,tm2JQ0cI9Zo,33103,2533,103,2022-10-07 21:00:12+00:00,2022-10-07,21:00:12
O DESAFIO DO PRÓXIMO PRESIDENTE DO BRASIL,TqGD5DzVgfA,4720,542,36,2022-10-10 16:57:55+00:00,2022-10-10,16:57:55
3 INVESTIMENTOS DE BAIXO RISCO QUE RENDEM MAIS QUE A POUPANÇA,tsIxknjB2Mc,5858,664,30,2022-10-13 22:14:32+00:00,2022-10-13,22:14:32
O QUE OS ADOLESCENTES SABEM SOBRE DINHEIRO?,0UlNNMnYKLM,1280,94,0,2022-10-15 14:10:46+00:00,2022-10-15,14:10:46
"INFLAÇÃO CAI NO BRASIL, MAS SÓ SOBE LÁ FORA. POR QUÊ?",GR7NRrcvodo,4092,494,17,2022-10-17 20:29:32+00:00,2022-10-17,20:29:32
C6 YELLOW: INVESTIMENTO EM CDB POR OBJETIVOS,eV4hBQRcs_g,1638494,133,28,2022-10-18 13:36:08+00:00,2022-10-18,13:36:08
COMO FUNCIONA O INVESTIMENTO POR OBJETIVO DO C6 YELLOW?,ryP8nCePLdw,21431,708,68,2022-10-20 21:09:32+00:00,2022-10-20,21:09:32
6 DICAS DE COMO ORGANIZAR A MESADA DOS FILHOS | COM PROF. LIAO,EcE7SlMS9wU,10485,703,38,2022-10-21 21:00:09+00:00,2022-10-21,21:00:09
JUROS EM ALTA: ENTENDA COMO ISSO MEXE COM A DÍVIDA PÚBLICA GLOBAL E A ECONOMIA,mNzLZRCTxFE,3472,417,19,2022-10-24 18:48:54+00:00,2022-10-24,18:48:54
VISÃO GLOBAL | QUAIS SÃO OS RISCOS QUE AMEAÇAM A ESTABILIDADE ECONÔMICA MUNDIAL?,l3HmZZQ4PbA,4785,493,0,2022-10-26 22:09:11+00:00,2022-10-26,22:09:11
COMO AJUDAR SEU FILHO A COMPRAR UM CELULAR MAIS RÁPIDO?,mv3Sv5UZ7HQ,4308,426,21,2022-10-29 14:31:01+00:00,2022-10-29,14:31:01
CHINA E DESGLOBALIZAÇÃO | BRASIL EM 2023 | REINO UNIDO E RISHI SUNAK | ITÁLIA E DÍVIDA,1hf05GirihE,3958,431,24,2022-11-01 00:13:30+00:00,2022-11-01,00:13:30
COMO INVESTIR PARA COMPRAR UM CARRO,tKb-zxsOBGs,6826,680,15,2022-11-03 14:44:01+00:00,2022-11-03,14:44:01
3 INVESTIMENTOS QUE GERAM RENDA PASSIVA,3YojNsMPSBI,12268,1100,29,2022-11-04 14:06:21+00:00,2022-11-04,14:06:21
C6 CARBON: UMA EXPERIÊNCIA EXCLUSIVA PARA CLIENTES DO C6 BANK,vhNlN2dmFdQ,13756646,2098,216,2022-11-07 17:43:02+00:00,2022-11-07,17:43:02
C6 CARBON: A AGÊNCIA QUE VAI ATÉ VOCÊ,yha7GdIz8VE,5557185,157,29,2022-11-07 17:44:14+00:00,2022-11-07,17:44:14
"C6 BANK: É DE VERDADE, É DIGITAL, É DA SUA VIDA",pUuLTQrPpFI,35076312,621,32,2022-11-07 17:45:56+00:00,2022-11-07,17:45:56
BRASIL: O QUE VAI SER DO TETO DE GASTOS?,54LQkJLd6wU,3188,329,20,2022-11-07 19:42:18+00:00,2022-11-07,19:42:18
