title,video_id,views,likes,comment_count,published_at,data,hora
Pessoas jurídicas também são pessoas | Semanada - Ep.20,FtZ9dthW5B0,3542,414,24,2021-05-10 11:00:08+00:00,2021-05-10,11:00:08
Dicas pra começar sua reserva de emergência | Direto ao Ponto,Ma61_0B5SZc,15052,1721,54,2021-05-12 13:30:02+00:00,2021-05-12,13:30:02
Nubank de cara nova: conheça o novo logo do Nu | Novidades Nu,vwSCFq1su6s,136566,5122,508,2021-05-17 13:29:03+00:00,2021-05-17,13:29:03
5 coisas que você precisa saber sobre seu dinheiro em 2021 | Semanada - Ep.21,AOljimQISEU,8043,1057,58,2021-05-24 11:00:06+00:00,2021-05-24,11:00:06
O segredo da sua conta do supermercado - Ep. 22,apN_J37X-L8,8947,1137,87,2021-05-31 11:00:02+00:00,2021-05-31,11:00:02
Real digital? O Brasil vai lançar uma criptomoeda? | Semanada Ep.23,r47yXB3NEl0,8657,1113,67,2021-06-07 11:00:17+00:00,2021-06-07,11:00:17
Enviar dinheiro pelo WhatsApp? Entenda como funciona | Direto ao Ponto,oHnoFJnzHSc,210810,12498,327,2021-06-09 14:45:01+00:00,2021-06-09,14:45:01
Será que dá pra falar de um mercado LGBTQIA+? | Semanada Ep.24,O6BHM-DJ4fo,5511,376,300,2021-06-14 11:00:10+00:00,2021-06-14,11:00:10
O que significa pagar o mínimo da fatura do cartão de crédito? | Direto ao Ponto,z3QXBQvJKFQ,115665,3554,183,2021-06-16 14:30:07+00:00,2021-06-16,14:30:07
Nubank Pride 2021 | Nosso roxo é de orgulho,atiHRkNXqlE,90168,953,512,2021-06-18 22:53:12+00:00,2021-06-18,22:53:12
A grama do vizinho é sempre mais verde? | Semanada Ep.25,jXZa_GBF6oo,7373,871,51,2021-06-30 11:00:24+00:00,2021-06-30,11:00:24
Por que caímos tanto em golpes? | Semanada Ep.26,38x3gOoS-Vc,6726,843,46,2021-07-12 11:00:01+00:00,2021-07-12,11:00:01
Como enviar as fotos para o cadastro no Nubank?,pMC1Z8ksnHk,2385927,41080,1056,2021-07-12 14:56:39+00:00,2021-07-12,14:56:39
Como proteger as informações se você teve o celular roubado? | Direto ao Ponto,T8vOl6JSe2A,26806,2261,134,2021-07-14 14:00:08+00:00,2021-07-14,14:00:08
É hora de tirar um dia financeiro | Semanada Ep. 27,glMHQrjnmac,5343,820,39,2021-07-19 11:00:14+00:00,2021-07-19,11:00:14
Cartão de crédito Nubank: como funciona?,KCmvqIBZHCM,234992,7983,402,2021-07-19 13:36:42+00:00,2021-07-19,13:36:42
Open Banking – ou Open Finance? Por que você deve saber o que é e como funciona | NuExplica,ZRq9j-Sb368,691508,40128,1124,2021-07-21 14:11:21+00:00,2021-07-21,14:11:21
Quanto custa viver até os 100 anos? | Semanada Ep.28,Ia4V0u2m09I,5286,625,29,2021-07-26 11:00:05+00:00,2021-07-26,11:00:05
Conta PJ do Nubank: tudo que você precisa saber,Ph0SyDP3j7U,153367,4603,290,2021-07-28 12:30:38+00:00,2021-07-28,12:30:38
"5 curiosidades sobre dinheiro e bancos pra lá de ""cringe"" | Semanada Ep.29",YAl9SD3phAg,5293,625,44,2021-08-02 11:00:13+00:00,2021-08-02,11:00:13
Como funciona a área de cobranças PJ do Nubank? | Me Ajuda,xFuDmz52Q5Q,42101,781,33,2021-08-03 13:30:09+00:00,2021-08-03,13:30:09
O que é e como funciona o débito automático? | Direto ao Ponto,hkVuhXG16lI,60604,2196,124,2021-08-04 14:30:13+00:00,2021-08-04,14:30:13
Por que é tão difícil falar sobre dinheiro? | Semanada Ep.30,e5-sPPzg1Bo,4796,603,28,2021-08-09 11:00:30+00:00,2021-08-09,11:00:30
Como usar o Pix no app do Nubank? Passo a passo do app,Wvz0Yiss4Go,311104,9892,283,2021-08-11 15:00:04+00:00,2021-08-11,15:00:04
"O frio, o Efeito Borboleta e o seu bolso | Semanada Ep.31",thwbS-SRUwA,5285,652,32,2021-08-16 11:00:19+00:00,2021-08-16,11:00:19
Qual a diferença entre guardar dinheiro e investir? | Direto ao Ponto,RrSJFJB03dQ,61888,2407,96,2021-08-18 15:30:02+00:00,2021-08-18,15:30:02
Por que obras de arte custam tão caro? | Semanada Ep.32,IJ0e7sl__HU,3914,485,25,2021-08-23 11:00:07+00:00,2021-08-23,11:00:07
NuAcessível | O que é o Nubank? Conheça a fintech que nasceu para revolucionar o mercado financeiro,1XE0vaiN0DA,10739,324,17,2021-08-25 12:00:01+00:00,2021-08-25,12:00:01
"NuAcessível | Não é Nu, é golpe: veja como se proteger",O555Z8RsZSw,8158,544,21,2021-08-25 12:00:09+00:00,2021-08-25,12:00:09
NuAcessível | Como funciona a conta do Nubank?,gqcNaWIV54s,15296,488,23,2021-08-25 12:00:16+00:00,2021-08-25,12:00:16
Conheça a playlist NuAcessível,-8iKLClZCkE,25138,364,42,2021-08-25 14:00:01+00:00,2021-08-25,14:00:01
NuAcessível | Por que meu cartão Nubank foi cancelado?,HUsco7tgQbM,16518,252,25,2021-08-25 14:00:06+00:00,2021-08-25,14:00:06
NuAcessível | Como eu faço uma transferência Pix no Nubank?,Sb4hvaA1yZ4,6336,165,13,2021-08-25 14:00:09+00:00,2021-08-25,14:00:09
"NuAcessível | Paguei a fatura com atraso, quando o cartão será desbloqueado?",9AoIShYr3ts,40038,564,45,2021-08-25 22:23:28+00:00,2021-08-25,22:23:28
NuAcessível Responde | Perdi ou roubaram meu cartão. O que eu faço?,zHVdnSTfTxE,8249,185,32,2021-08-25 22:23:33+00:00,2021-08-25,22:23:33
NuAcessível Responde | Minha compra não foi aprovada por falta de limite. O que eu devo fazer?,hWm8CCjd2Ac,7669,172,30,2021-08-25 22:23:37+00:00,2021-08-25,22:23:37
Nudog: a salvação dos roxinhos.,UESC7bbwvu8,90573,2729,291,2021-08-26 12:01:05+00:00,2021-08-26,12:01:05
Quanto custa ter um bicho de estimação? | | Semanada Ep.33,cc8XU1OnfSw,4816,572,57,2021-08-30 11:00:13+00:00,2021-08-30,11:00:13
Paguei minha fatura Nubank. Quando o pagamento vai ser identificado?,s5m8hJqUuY8,114251,3353,294,2021-09-01 13:30:07+00:00,2021-09-01,13:30:07
Bolsa de Valores de um jeito simples de entender | NuExplica,TmylgeB7sNE,109959,3062,93,2021-09-08 15:00:13+00:00,2021-09-08,15:00:13
NuLIBRAS | Como funciona o empréstimo Nubank? Como fazer?,tnnZsbInnhs,43727,890,57,2021-09-10 21:32:06+00:00,2021-09-10,21:32:06
É você mesmo que controla suas decisões financeiras? | Semanada Ep.34,XCFQu8W52UY,5518,755,56,2021-09-13 11:00:25+00:00,2021-09-13,11:00:25
6 decisões financeiras pra não deixar pra amanhã | Direto ao Ponto,iNIFL_7tNfU,13793,1268,75,2021-09-15 21:43:44+00:00,2021-09-15,21:43:44
Escolha seu futuro. Comece agora. | Nubank,078OxawqNLI,23329524,50443,3187,2021-09-17 23:52:39+00:00,2021-09-17,23:52:39
Como pagar as dívidas se os boletos não param de chegar? | Semanada Ep.35,JctoQH57Xj0,20119,1405,71,2021-09-20 11:00:07+00:00,2021-09-20,11:00:07
"Versão Estendida: Escolha seu futuro, comece agora. | Nubank",Q4zyHqsdQTQ,25910,1089,87,2021-09-23 18:53:51+00:00,2021-09-23,18:53:51
NuAcessível | O que é Pix? Como usá-lo no app do Nubank?,Rxy8YqrmSmI,10935,617,43,2021-09-24 21:52:11+00:00,2021-09-24,21:52:11
Bolsa de Valores sem economiquês | Semanada Ep.36,Mrj-EFqPjlA,11279,1101,45,2021-09-27 11:00:09+00:00,2021-09-27,11:00:09
O dia em que o Pix salvou a torta da Manu | NuComics,OWj9xjsEt2U,5672,607,46,2021-09-29 16:00:25+00:00,2021-09-29,16:00:25
Hits do Twitter Nubank #HitsdoNu #shorts,vb3L7esn6Q4,4214,430,29,2021-10-01 17:21:42+00:00,2021-10-01,17:21:42
Já ouviu falar de aposentadoria aos 40 anos? | Semanada Ep.37,KyP34-qyp8U,11318,1169,93,2021-10-04 11:00:09+00:00,2021-10-04,11:00:09
Nubank apresenta: Donos do Pedaço,jUJ0LcZPQ40,10813901,826,69,2021-10-04 14:19:29+00:00,2021-10-04,14:19:29
Sabia que você pode ser sócio daquela empresa em que acredita? | Donos do Pedaço,FnCeybfOBN0,6930,590,27,2021-10-08 14:39:16+00:00,2021-10-08,14:39:16
"Criançada, vamos conversar? | Semanada Ep.38",f538Vi3mssI,5550,649,72,2021-10-11 11:00:31+00:00,2021-10-11,11:00:31
Qual é o melhor dia para comprar com seu cartão Nubank?,Hgm4P-_3JWM,47512,2753,212,2021-10-13 21:45:17+00:00,2021-10-13,21:45:17
Por que os produtos não são feitos para durar? | Semanada Ep.39,CQxEtrEKcmU,9422,1583,81,2021-10-18 11:00:10+00:00,2021-10-18,11:00:10
"Como funciona uma carteira digital, tipo Google Pay e Apple Pay? | Direto ao Ponto",86_ujIXxvp0,28711,1021,69,2021-10-21 17:27:12+00:00,2021-10-21,17:27:12
Seu trabalho vai desaparecer no futuro? | Semanada EP.40,b93w1cewoxA,6195,809,53,2021-10-25 11:00:28+00:00,2021-10-25,11:00:28
Nubank - Planos para seus planos,8i8hf9gG22w,122627,4739,360,2021-10-26 17:34:31+00:00,2021-10-26,17:34:31
O que os birôs de crédito têm a ver com a sua vida financeira? | Direto ao Ponto,pvS0_VQ4X6E,8075,962,80,2021-10-28 18:00:15+00:00,2021-10-28,18:00:15
NuAcessível | Como fazer portabilidade de salário para conta do Nubank?,rwALi44W4SY,26643,841,71,2021-10-29 21:23:05+00:00,2021-10-29,21:23:05
"NuSócios: você, sócio e dono de um pedacinho do Nubank sem custo",H4SB4uHSPc4,1094145,47940,0,2021-11-01 14:04:18+00:00,2021-11-01,14:04:18
O que é IPO? E follow on? | Direto ao Ponto,SjU6g4PryPs,8952,1025,0,2021-11-05 20:28:48+00:00,2021-11-05,20:28:48
Fim de ano com faxina financeira | Semanada Ep.41,kV44j36NO2A,11998,1149,47,2021-11-08 11:00:19+00:00,2021-11-08,11:00:19
NuSócios | Porque o Nubank sempre foi sobre você.,yc7-oBxx94s,10718929,5415,0,2021-11-09 16:21:07+00:00,2021-11-09,16:21:07
O Pix é pop: um ano do meio de pagamentos mais famoso do Brasil | Semanada Ep.42,xCZAeU-XIpQ,9276,1075,92,2021-11-15 11:00:33+00:00,2021-11-15,11:00:33
NuSócios | Conheça a história de clientes que escolheram o Nubank,mUW6O11F8To,10315,1274,0,2021-11-17 00:17:04+00:00,2021-11-17,00:17:04
Black Friday ou Black Fraude? Evite ofertas falsas | Direto ao Ponto,MEPY8ZE-Omc,6456,769,59,2021-11-17 19:02:58+00:00,2021-11-17,19:02:58
Nubank | Copa do Mundo da FIFA 2022 | A Copa da Torcida #shorts,P42ox61G2Pg,8648,669,35,2021-11-18 15:15:39+00:00,2021-11-18,15:15:39
Tudo sobre o Pedacinho do Nubank | NuSócios,AZj1PgG1Vu8,3072705,3923,0,2021-11-20 16:09:44+00:00,2021-11-20,16:09:44
Como usar os cartões virtuais do Nubank | Me ajuda,U5wVgUoBGsI,325481,2811,199,2021-11-23 18:00:09+00:00,2021-11-23,18:00:09
Nu responde: IPO do Nubank | NuSócios,_Ezg6xOYBY4,21823,1488,0,2021-11-24 14:01:42+00:00,2021-11-24,14:01:42
O que a inflação tem a ver com seu pãozinho?,MRSqJAtsefA,12440,899,37,2021-11-26 13:30:31+00:00,2021-11-26,13:30:31
"A Gente Muda o Sistema, por Rafa Xavier e Nubank",bzDJ9mFHags,5898,566,34,2021-11-28 13:13:18+00:00,2021-11-28,13:13:18
"Mulheres, mães e empresárias na pandemia | Semanada Ep.44",wJKQccMlUh0,3525,453,51,2021-11-30 14:00:21+00:00,2021-11-30,14:00:21
Ancestrais do Futuro | Nublacks,fMG-QoD4rV0,8334,749,78,2021-11-30 20:56:10+00:00,2021-11-30,20:56:10
Dinheiro de volta? Veja como funciona o Cashback | Direto ao Ponto,bQRxTHEasok,115442,3710,114,2021-12-01 14:30:17+00:00,2021-12-01,14:30:17
"Prazer, futuros sócios | Nubank",DMNdV-4d5qs,5411,503,0,2021-12-01 18:52:42+00:00,2021-12-01,18:52:42
Dony Responde: NuSócios,3I2kOOhh4Jw,562366,1077,0,2021-12-03 13:07:21+00:00,2021-12-03,13:07:21
O que a inflação tem a ver com seu pãozinho? | Semanada Ep.45,9cH1163nDAg,6042,701,23,2021-12-06 11:00:04+00:00,2021-12-06,11:00:04
Agora é oficial: Nubank está na bolsa de valores de NY!,3IbIQYmc7Ko,113121,9827,0,2021-12-09 14:48:34+00:00,2021-12-09,14:48:34
Acompanhe o IPO do Nubank na B3,T1yjTHLMM-E,58191,4217,201,2021-12-10 14:52:56+00:00,2021-12-10,14:52:56
Barras de ouro valem mais do que dinheiro? | Semanada Ep.46,D4Mh-XYkQ3A,10017,1265,48,2021-12-13 11:00:04+00:00,2021-12-13,11:00:04
Como enviar ou receber dinheiro do exterior? | Direto ao Ponto,xr1SHCZPu-I,85434,2112,81,2021-12-15 16:15:01+00:00,2021-12-15,16:15:01
Talão de WOWs: surpresas e experiências do Nubank,iOL9I5QIMnU,42431,1456,101,2021-12-16 17:20:25+00:00,2021-12-16,17:20:25
Pausa pra um clichê necessário: a retrospectiva de 2021 | Semanada Ep. 47,VCxE4uexKrA,9154,766,40,2021-12-20 11:00:13+00:00,2021-12-20,11:00:13
De Volta para a Casinha: o primeiro escritório do Nubank,IjnZEqvcJu8,44044,1958,183,2021-12-22 16:00:22+00:00,2021-12-22,16:00:22
Retrospectiva Nubank 2021 | Do Nu pra vocês,lc6-f_710uo,207221,23797,1760,2021-12-27 14:00:28+00:00,2021-12-27,14:00:28
Celebrando o #NuDay,fcwlKvVAVSg,17696,1662,0,2021-12-28 16:23:12+00:00,2021-12-28,16:23:12
Gastos do início de ano: se prepare para as despesas | Direto ao Ponto,-6bkutMrZ0o,14846,1299,53,2022-01-03 16:15:00+00:00,2022-01-03,16:15:00
Quando chega a independência financeira? | Semanada Ep.48,hzDkp7C-CXo,12689,1457,89,2022-01-10 11:00:31+00:00,2022-01-10,11:00:31
Comprar à vista ou parcelar? Veja qual é a melhor decisão | Direto ao Ponto,aluwpqfFPOA,25786,1788,110,2022-01-14 14:00:44+00:00,2022-01-14,14:00:44
Como a política monetária afeta o seu bolso? | Semanada Ep.49,fJM-IZQVbVc,73751,2092,96,2022-01-17 11:00:31+00:00,2022-01-17,11:00:31
Como pagar a fatura do cartão Nubank com a função para construir limite? | Me Ajuda,vfEiBN2guhg,615955,8077,440,2022-01-19 13:19:43+00:00,2022-01-19,13:19:43
"CBDC: o que é, como funciona e o que tem a ver com o Real Digital? | Direto ao Ponto",pvbfuIxy59g,12007,940,66,2022-01-19 19:36:27+00:00,2022-01-19,19:36:27
Nu Impacto: um vídeo-manifesto do nosso compromisso com ESG,M3Rmb9YtFDI,27149,1080,121,2022-01-20 14:20:13+00:00,2022-01-20,14:20:13
Como funciona o cartão Nubank com função para construir limite?,k1JaWcJL7XY,827342,24763,1570,2022-01-21 17:59:01+00:00,2022-01-21,17:59:01
Pra entender criptomoedas de uma vez por todas  | Semanada Ep.50,Th1tNxMa2kY,9188,1164,73,2022-01-24 11:30:09+00:00,2022-01-24,11:30:09
NuAcessível | O que é CDI? E RDB?,TsT7EQeC1vo,12055,884,48,2022-01-28 21:41:16+00:00,2022-01-28,21:41:16
Metaverso: tem um novo mundo batendo na porta  | Semanada Ep.51,iWhutk0x034,16377,998,53,2022-02-01 11:00:32+00:00,2022-02-01,11:00:32
O que fazem Analistas de Negócios no Nubank?,Yq42t2ZlAa0,6730,572,45,2022-02-02 15:03:52+00:00,2022-02-02,15:03:52
O golpe do site falso | NuComics,QZRrpqefYSY,30539,1213,67,2022-02-03 12:00:09+00:00,2022-02-03,12:00:09
Explicando a hiperinflação no Brasil | Semanada Ep.52,eZqBjHIaPcY,5079,660,37,2022-02-07 11:30:19+00:00,2022-02-07,11:30:19
Proteja o acesso do seu aplicativo Nubank com senha,2SSOhoKvj0M,31690043,537087,11683,2022-02-07 15:33:17+00:00,2022-02-07,15:33:17
IPCA e INPC: o que essas siglas têm a ver com seu dia a dia?  | Direto ao Ponto,KW2GE-P5lV0,36280,962,36,2022-02-10 20:28:28+00:00,2022-02-10,20:28:28
Renda extra: a realidade por trás das tais dicas infalíveis | Semanada Ep.53,GxNihoknzi0,16016,1036,58,2022-02-14 14:27:07+00:00,2022-02-14,14:27:07
Planner do Nubank - Planos para seus planos #shorts,coxLcOwFfwk,5414,404,12,2022-02-15 20:44:41+00:00,2022-02-15,20:44:41
Dicas do Céu: Como fugir de golpes envolvendo engenharia social,7qUSzH6Ay3I,6861,610,46,2022-02-16 20:15:45+00:00,2022-02-16,20:15:45
Chevette Roxo do Nubank no próximo PitStop #shorts,In_3fPqfzr4,15421,1014,59,2022-02-17 17:15:06+00:00,2022-02-17,17:15:06
A História do Chevette do Nubank,v1Ms3NyY_FY,23510,1686,71,2022-02-18 15:28:26+00:00,2022-02-18,15:28:26
Isso ou aquilo? Pequenos dilemas financeiros explicados | Semanada Ep.54,E0dykkTktPw,3635,495,37,2022-02-21 12:00:38+00:00,2022-02-21,12:00:38
Membros da Comunidade do Nubank conversam sobre o NuDay,WtNJgXQ9KDk,13162,716,156,2022-02-21 15:03:08+00:00,2022-02-21,15:03:08
NuAcessível | Como enviar as fotos para o cadastro no Nubank,noitfkZ82X0,26089,780,72,2022-02-25 20:22:01+00:00,2022-02-25,20:22:01
CDBs no Nubank: tudo o que você precisa saber antes de investir,Pn7OWvkcqVo,77485,3338,168,2022-03-02 17:42:37+00:00,2022-03-02,17:42:37
Quem precisa declarar Imposto de Renda? | Direto ao Ponto,HAUi3IWS6hs,123572,3426,255,2022-03-03 14:41:28+00:00,2022-03-03,14:41:28
Onde estão as mulheres no mercado de investimentos? | Semanada Ep.55,72vAnAAbIgM,3544,456,31,2022-03-08 12:00:02+00:00,2022-03-08,12:00:02
Meus limites Pix: como ajustar os valores no app do Nubank?,fVsPkI0EC0Y,56785,1297,114,2022-03-10 13:00:41+00:00,2022-03-10,13:00:41
Membros explicam seu amor pela Comunidade do Nubank,v4esMDwcq-Y,5234,546,129,2022-03-11 18:17:53+00:00,2022-03-11,18:17:53
Shopping do Nubank: seu shopping no seu bank,QZflcVMCXWM,156555,2898,224,2022-03-15 15:20:01+00:00,2022-03-15,15:20:01
Por que a gente paga imposto de renda? | Semanada #57,XszhCfj3lp4,53933,985,75,2022-03-21 11:00:41+00:00,2022-03-21,11:00:41
Me ajuda - Como contratar o seguro de celular do Nubank?,ddFaVsD8LeI,14920,633,56,2022-03-22 17:15:38+00:00,2022-03-22,17:15:38
Aumento do aluguel e IGP-M: O que eles têm a ver? | Direto ao Ponto,m7-Z38dQhjo,9304,742,39,2022-03-23 13:47:12+00:00,2022-03-23,13:47:12
NuAcessível | Qual é o melhor dia para comprar com seu cartão Nubank?,W7iCxf_JyUU,30289,1017,223,2022-03-25 17:59:50+00:00,2022-03-25,17:59:50
O que é ESG e por que você deve entender disso? | Semanada #58,IywtqE1nTIA,9656,744,64,2022-03-28 11:00:16+00:00,2022-03-28,11:00:16
Xpeer Online: Como declarar a conta do Nubank no Imposto de Renda 2022?,1BHUigUIMiU,52115,1684,86,2022-03-29 18:01:20+00:00,2022-03-29,18:01:20
"O passado, o presente e o futuro do petróleo | Semanada #59",qRACzxLpjbY,7087,614,37,2022-04-04 11:00:25+00:00,2022-04-04,11:00:25
Cartão para construir limite? Como é isso?| Direto ao Ponto,mxvSYVRaHrE,95098,3207,190,2022-04-04 19:55:24+00:00,2022-04-04,19:55:24
Cartão para construir limite: por que preciso pagar a fatura?,MyfJbLAOCmU,87461,1798,275,2022-04-05 17:45:21+00:00,2022-04-05,17:45:21
Quer um aumento de salário? Veja como ter essa conversa | Direto ao Ponto,GY6URonTPNg,13482,874,32,2022-04-07 19:50:45+00:00,2022-04-07,19:50:45
Neurodiversidade: o sistema financeiro é inclusivo? | Semanada Ep.60,7BextqF7Nzc,4651,517,61,2022-04-11 14:31:03+00:00,2022-04-11,14:31:03
A crise financeira de 2008 nos EUA que abalou o mundo | Semanada Ep.61,11Zq2YuIBh0,6954,627,18,2022-04-18 12:00:01+00:00,2022-04-18,12:00:01
Conheça os benefícios e cobertura do Seguro Celular Nubank,r5B5-QT-4FI,16312,825,90,2022-04-20 14:30:49+00:00,2022-04-20,14:30:49
Como usar o valor reservado na função para construir limite no Nubank para pagar a fatura?| Me Ajuda,FjM0hK8yZyU,174185,2025,195,2022-04-22 16:00:38+00:00,2022-04-22,16:00:38
Sustentabilidade é coisa de rico? | Semanada Ep.62,CVcHpVk1Bm8,4940,510,41,2022-04-25 11:00:10+00:00,2022-04-25,11:00:10
NuAcessível | Paguei minha fatura Nubank. Quando o pagamento vai ser identificado?,qm9kyWbqLLI,22996,839,71,2022-04-30 13:00:24+00:00,2022-04-30,13:00:24
Como os atalhos do cérebro afetam nossas escolhas financeiras? | Semanada Ep.63,S-xy2-xsLvs,5881,816,34,2022-05-02 11:00:14+00:00,2022-05-02,11:00:14
Nubank apresenta: Instituto Nu,wPc9XkEzEaA,5918,604,29,2022-05-05 18:38:28+00:00,2022-05-05,18:38:28
9 anos do Nubank: nós celebramos você #NuNiver,T_UCJaY0bKI,6168350,1366,253,2022-05-06 19:03:10+00:00,2022-05-06,19:03:10
Vamos falar de limite? | Semanada Ep.64,dOwKMhKGL-w,47919,1675,221,2022-05-09 11:00:30+00:00,2022-05-09,11:00:30
Bate-papo: Conheça o Instituto Nu,VETs0CJUnMQ,8662,684,114,2022-05-11 19:00:12+00:00,2022-05-11,19:00:12
Criptomoedas: o que você precisa saber antes de comprar? | Direto ao Ponto,bptZokIAQ80,28432,1402,91,2022-05-13 17:05:10+00:00,2022-05-13,17:05:10
A grande renúncia: por que tem tanta gente pedindo demissão? | Semanada Ep.65,_fvk9sOfKEU,12843,1135,86,2022-05-16 14:04:06+00:00,2022-05-16,14:04:06
Teleconferência de Resultados: 1º trimestre de 2022,wihtrsAzWwQ,11346,723,88,2022-05-17 21:10:37+00:00,2022-05-17,21:10:37
Nossa existência é plural e potente | NuPlural,SKllrkUqt68,4158,449,43,2022-05-19 13:52:25+00:00,2022-05-19,13:52:25
O que são criptomoedas e como elas funcionam? Entenda de um jeito simples  | NuExplica,0Nf1t_HJSxQ,137462,4337,151,2022-05-20 14:08:09+00:00,2022-05-20,14:08:09
As piores decisões que você pode tomar no mundo dos investimentos | Semanada Ep.66,YJccmhzqqIU,10731,801,86,2022-05-23 11:00:13+00:00,2022-05-23,11:00:13
Vida Nu Corre | Os perrengues para começar o negócio. Ep.01,IDRCZiQWUnY,15412,1305,109,2022-05-25 20:50:22+00:00,2022-05-25,20:50:22
Promoção Tudo no Roxinho do Nubank: saiba como participar,knn2pyUGUMs,123793,5199,397,2022-05-26 12:47:48+00:00,2022-05-26,12:47:48
Precisamos falar com nossos pais sobre dinheiro | Semanada Ep. 67,T188jWAYvVk,8351,568,29,2022-05-30 11:00:16+00:00,2022-05-30,11:00:16
Buy Now Pay Later: como assim comprar agora e pagar depois? | Direto ao Ponto,Ng2H0RDnsrI,8297,652,36,2022-06-02 15:43:13+00:00,2022-06-02,15:43:13
Como pagar e parcelar boletos com o cartão de crédito do Nubank?,BTR5ndEfafU,98532,2859,255,2022-06-07 13:14:02+00:00,2022-06-07,13:14:02
Por que o dólar é a moeda mais importante do mundo? | Semanada - Ep. 69,pu6r4t5zSAg,5864,643,33,2022-06-13 19:13:48+00:00,2022-06-13,19:13:48
Bitcoin: o que é e como funciona a primeira criptomoeda do mundo? | Direto ao Ponto,wYiNWAo23K4,31977,890,62,2022-06-15 13:29:03+00:00,2022-06-15,13:29:03
Por que o mercado financeiro é tão sensível à política? | Semanada - Ep. 70,AOhmus2OIlQ,4018,468,39,2022-06-20 11:00:09+00:00,2022-06-20,11:00:09
"Especialista, simplifica as Criptomoedas? | Entenda como funcionam as moedas digitais",cK1UO1UxX9s,12031,751,50,2022-06-21 14:45:18+00:00,2022-06-21,14:45:18
Tour Escritório Nubank | Conheça a nossa sede #shorts,YVvgJ8xI9Po,22968,1638,108,2022-06-22 14:25:24+00:00,2022-06-22,14:25:24
Como parcelar compras específicas no cartão de crédito Nubank,F9rOTCgDhkk,43477,1497,104,2022-06-23 17:00:09+00:00,2022-06-23,17:00:09
Como pessoas indígenas lidam com dinheiro? | Semanada - Ep. 71,vQxJ8_A-Bzw,3597,402,30,2022-06-27 11:00:25+00:00,2022-06-27,11:00:25
Visitando o Nu Café! #shorts,xjJrGhEsMow,7327,660,69,2022-06-27 14:00:25+00:00,2022-06-27,14:00:25
O que é Ethereum e como funciona a criptomoeda por trás dessa rede? | Direto ao Ponto,xcmlRr1dmcE,20757,768,51,2022-06-29 14:00:29+00:00,2022-06-29,14:00:29
4 Curiosidades Sobre Criptomoedas #shorts,N6FZjCSYatQ,3866,475,30,2022-07-01 18:00:18+00:00,2022-07-01,18:00:18
Por que você precisa de uma reserva de emergência? | Semanada Ep. 72,-JIaTQUO0rc,8995,1056,82,2022-07-04 11:00:00+00:00,2022-07-04,11:00:00
IVAR: o que a sigla tem a ver com o preço do aluguel? | Direto ao Ponto,mUFBTEXj2NM,5321,540,26,2022-07-04 19:36:33+00:00,2022-07-04,19:36:33
Emicida em: o futuro vem com um passo de cada vez. Pode acreditar | Nubank,QI1F7EVtF5c,42979040,1187,81,2022-07-06 14:00:52+00:00,2022-07-06,14:00:52
Um chat que te deixa à vontade | Nubank,OHdebvUSvo4,4668096,318,16,2022-07-06 14:01:20+00:00,2022-07-06,14:01:20
Agora o negócio ficou sério | Nubank,GeqS6u_VFXE,11413545,433,29,2022-07-06 14:01:29+00:00,2022-07-06,14:01:29
"Ache dinheiro no bolso, só que no celular | Nubank",U1H2MbMU5co,16213021,577,28,2022-07-07 20:14:54+00:00,2022-07-07,20:14:54
Se empolgar com um investimento. Quem nunca? | Nubank,lcYa-FNYqGg,6242050,464,21,2022-07-07 23:04:55+00:00,2022-07-07,23:04:55
Como pagar depois as compras feitas no débito Nubank,xxtuvEaE20s,33224,1479,84,2022-07-08 13:02:14+00:00,2022-07-08,13:02:14
Quanto custa se divertir no Brasil? | Semanada - Ep. 73,DBHoVFDDavQ,3723,424,52,2022-07-11 11:00:17+00:00,2022-07-11,11:00:17
Vida Nu Corre | Como organizar o financeiro da empresa. Ep.02,P1sNuhyd6-Y,32470,1686,78,2022-07-13 15:07:55+00:00,2022-07-13,15:07:55
Quanto vale uma boa ideia? | Semanada Ep.74,n7t9x_kjdig,3800,422,23,2022-07-18 11:00:26+00:00,2022-07-18,11:00:26
Nubank Cripto: é da sua conta,sNo1kwIpe9E,11957,680,49,2022-07-18 15:09:12+00:00,2022-07-18,15:09:12
Caixinhas e novo rendimento da conta: uma nova experiência para cuidar do seu dinheiro no Nubank,QsZi9ctQbHk,50948,2843,423,2022-07-18 18:29:08+00:00,2022-07-18,18:29:08
CDB prefixado vs CDB pós-fixado: quais as diferenças? | Direto ao Ponto,80aRLFX3sgk,58351,1901,51,2022-07-19 13:00:07+00:00,2022-07-19,13:00:07
Parças do Nubank na Copa do Mundo FIFA™ #shorts,Otiqm4TggNM,4629,308,14,2022-07-19 17:42:23+00:00,2022-07-19,17:42:23
Como fazer um Pix no Crédito com o Nubank?,gLDhZ6vVLrs,3847032,97694,3228,2022-07-21 13:20:19+00:00,2022-07-21,13:20:19
Um chat que te deixa à vontade | Nubank #ConteúdoAcessível,jqpKcGH35nQ,2772,201,14,2022-07-21 20:03:02+00:00,2022-07-21,20:03:02
"Ache dinheiro no bolso, só que no celular | Nubank #ConteúdoAcessível",yB-S6c6CYHg,5834,437,11,2022-07-21 20:13:28+00:00,2022-07-21,20:13:28
